7829706.txt,https://ormvoixregl1.firebaseapp.com/,36,ormvoixregl1.firebaseapp.com,28,0,com,63.42364532,0.541666667,0.5229071,0.056885502,3,1,0,0,0,25,0.694,1,0.028,0,0,0,2,0.056,1,191,2456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
403727.txt,https://www.crowncenter.com,26,www.crowncenter.com,19,0,com,100,1,0.5229071,0.069816862,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,621,868,1,crowncenter,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,18,27,16,79,0,12,1
8000782.txt,http://nmve.xyz/,15,nmve.xyz,8,0,xyz,72.91666667,1,0.0017496,0.034559565,3,0,0,0,0,7,0.467,0,0,0,0,0,1,0.067,0,44,73,1,nmve,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mw65296.txt,http://www.maytheday.oss-ap-southeast-2.aliyuncs.com,51,www.maytheday.oss-ap-southeast-2.aliyuncs.com,45,0,com,72.68915895,0.297297297,0.5229071,0.05639785,3,3,0,0,0,33,0.647,1,0.02,0,0,0,6,0.118,0,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763204.txt,https://www.dancetheyard.org,27,www.dancetheyard.org,20,0,org,100,1,0.0799628,0.060847774,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2649,15774,1,dancetheyard,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,27,3,14,89,0,22,1
773507.txt,https://www.olly.com,19,www.olly.com,12,0,com,100,1,0.5229071,0.062819271,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,11523,3757,1,olly,100,100,1,0,1,0,0,1,0,22,0,1,1,1,1,1,1,0,1,181,7,49,145,3,19,1
38869.txt,https://www.naturalearthdata.com,31,www.naturalearthdata.com,24,0,com,100,1,0.5229071,0.063778944,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,534,1820,1,naturalearthdata,100,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42,7,11,53,0,54,1
op190.txt,https://att-104164.weeblysite.com/,34,att-104164.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044095497,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,68,80,1,att-104164weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160785.txt,https://www.frdc.com.au,22,www.frdc.com.au,15,0,au,100,0.625,0.0100856,0.062284949,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,4140,1020,1,frdccom,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,11,2,4,331,0,11,1
256994.txt,https://www.lukul.sk,19,www.lukul.sk,12,0,sk,100,1,0.0009815,0.03684609,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,592,3145,1,lukul,100,100,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,25,25,0,29,1
239501.txt,https://www.cityparkapp.pl,25,www.cityparkapp.pl,18,0,pl,100,1,0.0069695,0.045474226,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,420,273,1,cityarka,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,7,20,80,2,14,1
8053686.txt,http://tkmowpikuk.owl4fsrch.club/vnafvra97w/?q=3717065149&id=100,64,tkmowpikuk.owl4fsrch.club,25,0,club,14.33862939,0.6,0.0006227,0.028541331,4,1,0,0,0,33,0.516,16,0.25,2,1,0,5,0.125,0,2,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089721.txt,https://a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,55,a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,47,0,co,32.81965848,0.227272727,0.0059772,0.036352669,2,2,0,0,0,22,0.4,18,0.327,0,0,0,7,0.127,1,17,665,1,a04854e8-0cca-4b74-80e6-aacb14a4a5f7idrepl,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
825767.txt,https://www.scandlines.dk,24,www.scandlines.dk,17,0,dk,100,1,0.0022943,0.057883109,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2305,6852,1,scanlines,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,60,1,7,74,0,20,1
137501.txt,https://www.hskonline.com,24,www.hskonline.com,17,0,com,100,1,0.5229071,0.062169499,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,556,521,1,hskonline,100,100,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,1,39,5,5,41,12,13,1
172246.txt,https://www.nutritioncare.org,28,www.nutritioncare.org,21,0,org,100,1,0.0799628,0.067909274,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,740,5927,1,nutritioncare,100,100,0,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,16,3,25,101,1,68,1
890792.txt,https://www.tileandstonejournal.com,34,www.tileandstonejournal.com,27,0,com,100,1,0.5229071,0.063779783,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,8418,9458,1,tileandstonejournal,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,48,9,14,208,18,212,1
480933.txt,https://www.c.line-design.fr,27,www.c.line-design.fr,20,0,fr,100,0.538461538,0.0141483,0.055437841,2,2,0,0,0,12,0.444,0,0,0,0,0,3,0.111,1,456,2808,1,cline-design,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,63,3,17,5,2,32,1
507550.txt,https://www.capeblancoheritagesociety.com,40,www.capeblancoheritagesociety.com,33,0,com,100,1,0.5229071,0.065534568,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,329,630,1,capeblanheritagesociety,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,15,2,10,0,2,9,1
608275.txt,https://www.caterinaperez.com,28,www.caterinaperez.com,21,0,com,100,1,0.5229071,0.067312522,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,587,230,1,caterinaperez,100,100,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,5,186,3,5,1
7536227.txt,https://auth-document-shared.datingg-voice.workers.dev/,54,auth-document-shared.datingg-voice.workers.dev,46,0,dev,29.03511242,0.214285714,0.0009613,0.056210107,3,2,0,0,0,40,0.741,0,0,0,0,0,6,0.111,1,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002708.txt,https://mail-service-100960.weeblysite.com/,42,mail-service-100960.weeblysite.com,34,0,com,42.27385072,0.566666667,0.5229071,0.04904495,3,1,0,0,0,24,0.571,6,0.143,0,0,0,4,0.095,1,68,80,1,mail-service-100960weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45315.txt,https://www.aqr.com,18,www.aqr.com,11,0,com,100,1,0.5229071,0.064067302,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,924,10597,1,aqr,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,1,8,74,0,6,1
mw29689.txt,http://www.a0646498.xsph.ru,26,www.a0646498.xsph.ru,20,0,ru,62.04044118,0.923076923,0.0180132,0.019862182,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,a0646498xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017971.txt,https://helpadcase1002405739503874569.web.app/,45,helpadcase1002405739503874569.web.app,37,0,app,26.69639768,0.909090909,0.001502,0.024818844,3,1,0,0,0,16,0.356,19,0.422,0,0,0,2,0.044,1,108,8125,1,helpadcase1002405739503874569web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
58788.txt,https://www.poundingtherock.com,30,www.poundingtherock.com,23,0,com,100,1,0.5229071,0.058409715,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,5790,29722,1,poundingtherock,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,100,4,16,185,0,275,1
809646.txt,https://www.kellerberrin.wa.gov.au,33,www.kellerberrin.wa.gov.au,26,0,au,100,0.684210526,0.0100856,0.056433177,2,3,0,0,0,18,0.545,0,0,0,0,0,3,0.091,1,1646,26895,1,kellerberrinwgov,0,0,1,1,1,0,0,1,0,5,1,1,1,1,0,0,1,1,0,15,18,29,203,34,209,1
406296.txt,https://www.stadtgarten.de,25,www.stadtgarten.de,18,0,de,100,1,0.0326503,0.056799213,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1038,1598,1,statgarten,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,1,2,100,0,83,1
8064029.txt,https://noxioussweetconnections.carisss.repl.co/,48,noxioussweetconnections.carisss.repl.co,39,0,co,38.76397107,0.666666667,0.0059772,0.065147399,2,2,0,0,0,36,0.75,0,0,0,0,0,4,0.083,1,198,869,1,noxioussweetnnectionscarisssrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw54973.txt,http://www.jerode.ga,19,www.jerode.ga,13,0,ga,70.12345679,1,0.0002256,0.058236006,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,20,207,1,jerode,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88270.txt,https://www.ytv.co.jp,20,www.ytv.co.jp,13,0,jp,100,0.666666667,0.0230451,0.043406417,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,271,102,1,ytvco,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,14,6,0,1,1
118549.txt,https://www.today.uci.edu,24,www.today.uci.edu,17,0,edu,100,0.666666667,0.0115013,0.057033392,3,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,498,688,1,todayuci,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,11,4,6,6,0,29,1
519820.txt,https://www.spket.com,20,www.spket.com,13,0,com,100,1,0.5229071,0.059480699,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,157,255,1,spket,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,7,8,0,3,1
706281.txt,https://www.americanauctioneers.com,34,www.americanauctioneers.com,27,0,com,100,1,0.5229071,0.071742472,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,3863,284,1,americanauctioneers,100,100,1,0,1,1,1,1,2,0,0,1,1,1,0,0,1,0,1,145,26,19,1,27,51,1
8070406.txt,https://yrislfnb.qpoe.com/,26,yrislfnb.qpoe.com,17,0,com,49.57764782,0.692307692,0.5229071,0.052526197,3,1,0,0,0,15,0.577,0,0,0,0,0,3,0.115,1,35,126,1,yrislfnbqpoe,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386807.txt,https://www.heramission.space,28,www.heramission.space,21,0,space,100,1,0.0003175,0.063425606,5,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,3088,14707,1,heramission,100,100,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,22,3,13,89,0,23,1
57166.txt,https://www.circlek.org,22,www.circlek.org,15,0,org,100,1,0.0799628,0.064879171,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,961,8047,1,circlek,100,100,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,18,6,15,76,0,103,1
571426.txt,https://www.gunsmokenet.com,26,www.gunsmokenet.com,19,0,com,100,1,0.5229071,0.063101078,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,233,962,1,gunsmokenet,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,5,8,1
458533.txt,https://www.bocajnarima.com,26,www.bocajnarima.com,19,0,com,100,1,0.5229071,0.066779325,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,4396,3968,1,bocajnarima,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,221,1,17,140,1,73,1
635242.txt,https://www.raw-health-coach.com,31,www.raw-health-coach.com,24,0,com,100,0.4375,0.5229071,0.062485378,3,1,0,0,0,16,0.516,0,0,0,0,0,3,0.097,1,895,8047,1,raw-health-ach,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16,18,48,54,1,53,1
8080449.txt,https://soah-b6mz-v.firebaseapp.com/,36,soah-b6mz-v.firebaseapp.com,27,0,com,65.8436214,0.565217391,0.5229071,0.052693704,3,1,0,0,0,22,0.611,1,0.028,0,0,0,5,0.139,1,2,2278,1,soah-b6mz-vfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
8085660.txt,https://www.dlrect-smtb.jp.ap1.ib.commetryx.com/ibg/client/index_sp.php,71,www.dlrect-smtb.jp.ap1.ib.commetryx.com,39,0,com,22.37288136,0.35483871,0.5229071,0.04952595,3,5,0,0,0,47,0.662,1,0.014,0,0,0,11,0.155,1,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889919.txt,https://www.estamos.de,21,www.estamos.de,14,0,de,100,1,0.0326503,0.066450657,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,234,254,1,estamos,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,2,2,0,4,1
mw66523.txt,http://www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,47,www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,41,0,ws,18.84971743,0.235294118,0.0003477,0.026887608,2,1,0,0,0,18,0.383,17,0.362,0,0,0,1,0.021,0,13,244,1,b7a3a060b75c7dcba9c1078d4ead51f0dc,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545167.txt,https://www.airlinesupports.com,30,www.airlinesupports.com,23,0,com,100,1,0.5229071,0.061643425,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,540,2245,1,airlinesupports,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,1,3,28,0,8,1
8003080.txt,http://198.98.58.123/,20,198.98.58.123,13,1,123,44.48979592,0.444444444,0,0.001223339,3,2,0,0,0,0,0,10,0.5,0,0,0,3,0.15,0,2,546,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8002038.txt,https://ipfs.io/ipfs/bafybeidmmks6ka5vki6djnohox7mminfrzcjkw2mowpft7xtu2sjyxzi64/ufx!xch@,88,ipfs.io,7,0,io,10.03862439,1,0.0129268,0.03505375,2,0,0,0,0,66,0.75,9,0.102,0,0,0,5,0.057,1,7,27983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802710.txt,https://www.ackerstadtpalast.de,30,www.ackerstadtpalast.de,23,0,de,100,1,0.0326503,0.057121325,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,183,240,1,ackerstatpalast,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,5,13,0,7,1
178925.txt,https://www.mro.nmt.edu,22,www.mro.nmt.edu,15,0,edu,100,0.571428571,0.0115013,0.065031175,3,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,852,2672,1,mronmt,0,0,0,0,1,0,0,1,0,5,0,1,1,0,0,0,0,0,1,30,14,14,106,0,112,1
mw33.txt,http://www.aresync.com,21,www.aresync.com,15,0,com,82.09366391,1,0.5229071,0.06755089,3,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583878.txt,https://www.shopfiire.com,24,www.shopfiire.com,17,0,com,100,1,0.5229071,0.061359744,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1868,3979,1,shopfiire,100,100,1,0,1,0,0,1,0,19,0,1,1,1,0,1,1,0,1,46,11,32,47,0,32,1
44799.txt,https://www.doc88.com,20,www.doc88.com,13,0,com,100,1,0.5229071,0.054583442,3,1,0,0,0,5,0.25,2,0.1,0,0,0,1,0.05,1,612,566,1,doc88,100,100,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,9,8,11,70,1,12,1
mw65236.txt,http://www.jab.oss-ap-southeast-1.aliyuncs.com,45,www.jab.oss-ap-southeast-1.aliyuncs.com,39,0,com,55.44711378,0.35483871,0.5229071,0.056327796,3,3,0,0,0,27,0.6,1,0.022,0,0,0,6,0.133,0,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100016.txt,https://www.hee.nhs.uk,21,www.hee.nhs.uk,14,0,uk,100,0.571428571,0.028555,0.053115594,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,545,7545,1,heenhs,0,0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,0,8,8,21,40,0,22,1
123366.txt,https://www.secondgeargames.com,30,www.secondgeargames.com,23,0,com,100,1,0.5229071,0.068315649,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,620,231,1,sendgeargames,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,6,5,66,8,15,1
431331.txt,https://www.usbirthcertificates.com,34,www.usbirthcertificates.com,27,0,com,100,1,0.5229071,0.060245422,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,648,588,1,usbirthcertificates,100,100,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,5,1,5,79,1,5,1
447787.txt,https://www.dslweb.de,20,www.dslweb.de,13,0,de,100,1,0.0326503,0.040287863,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,3235,2825,1,slweb,83.33333333,83.33333333,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,42,1,5,265,0,101,1
mw77354.txt,http://www.constructiongst.com,29,www.constructiongst.com,23,0,com,81.14285714,1,0.5229071,0.064862982,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,484,1,nstructiongst,86.66666667,86.66666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw56563.txt,http://www.westleyr.cf,21,www.westleyr.cf,15,0,cf,69.23076923,1,0.0001858,0.054668153,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,westleyr,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222002.txt,https://www.021.rs,17,www.021.rs,10,0,rs,100,1,0.0004547,0.017022556,2,1,0,0,0,1,0.059,3,0.176,0,0,0,1,0.059,1,3278,815,1,21,66.66666667,66.66666667,1,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,1,82,2,18,300,1,303,1
392844.txt,https://www.brainy.games,23,www.brainy.games,16,0,games,100,1,0.0001048,0.056187587,5,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,763,479,1,brainy,100,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,42,3,11,10,4,121,1
547812.txt,https://www.irgendwie-nerdig.de,30,www.irgendwie-nerdig.de,23,0,de,100,0.625,0.0326503,0.053477176,2,1,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,2045,4742,1,irgenwie-nerig,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,37,9,13,160,3,162,1
838768.txt,https://www.peachstatearchaeologicalsociety.org,46,www.peachstatearchaeologicalsociety.org,39,0,org,100,1,0.0799628,0.066483893,3,1,0,0,0,33,0.717,0,0,0,0,0,1,0.022,1,496,1015,1,peachstatearchaeologicalsociety,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,8,11,0,5,1
404831.txt,https://www.jazzmasters.nl,25,www.jazzmasters.nl,18,0,nl,100,1,0.0082003,0.051314723,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,974,1496,1,jazzmasters,100,100,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,133,0,2,10,0,183,1
8065409.txt,https://syk1pe9wox.firebaseapp.com/,35,syk1pe9wox.firebaseapp.com,26,0,com,68.31032216,0.590909091,0.5229071,0.048629496,3,1,0,0,0,22,0.629,2,0.057,0,0,0,3,0.086,1,108,8125,1,syk1pe9woxfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
160122.txt,https://www.londondesignbiennale.com,35,www.londondesignbiennale.com,28,0,com,100,1,0.5229071,0.063511868,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,2136,3278,1,londondesignbiennale,100,100,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,11,5,22,95,0,42,1
790719.txt,https://www.honneur-au-scoutisme.com,35,www.honneur-au-scoutisme.com,28,0,com,100,0.5,0.5229071,0.065068594,3,1,0,0,0,20,0.571,0,0,0,0,0,3,0.086,1,4799,2065,1,honneur-au-sutisme,0,0,1,1,0,1,0,1,0,12,0,0,1,1,1,0,0,0,0,15,8,9,645,59,21,1
8062699.txt,http://glaze-maple-pantry.glitch.me/link.html,45,glaze-maple-pantry.glitch.me,28,0,me,37.09070246,0.28,0.0036375,0.051346268,2,1,0,0,0,32,0.711,0,0,0,0,0,6,0.133,0,82,155,1,glaze-maple-pantryglitchlinkhtml,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
148261.txt,https://www.leonardodavinci.net,30,www.leonardodavinci.net,23,0,net,100,1,0.0384199,0.064422792,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,435,291,1,leonardodavinci,100,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,2,76,74,1,8,1
8077349.txt,https://host-authoritsaativeax.mefound.com/,43,host-authoritsaativeax.mefound.com,34,0,com,38.33910035,0.6,0.5229071,0.059985542,3,1,0,0,0,31,0.721,0,0,0,0,0,4,0.093,1,13,73,1,host-authoritsaativeaxmefound,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41412.txt,https://www.art.yale.edu,23,www.art.yale.edu,16,0,edu,100,0.625,0.0115013,0.060653031,3,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,917,491,1,artyale,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,42,0,26,1
mw76791.txt,http://www.securitycamera-at-2022.life,37,www.securitycamera-at-2022.life,31,0,life,63.11637081,0.863636364,0.0002548,0.050371716,4,1,0,0,0,19,0.514,4,0.108,0,0,0,3,0.081,0,2,46,0,0,4.545454545,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498252.txt,https://www.isuog.org,20,www.isuog.org,13,0,org,100,1,0.0799628,0.063697057,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1374,915,1,isuog,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,18,11,14,101,1,92,1
119682.txt,https://www.hostmaster.ua,24,www.hostmaster.ua,17,0,ua,100,1,0.0023239,0.061301406,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,312,157,1,hostmaster,100,100,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,13,4,2,37,0,9,1
628494.txt,https://www.bigconstrutora.com.br,32,www.bigconstrutora.com.br,25,0,br,100,0.833333333,0.0094423,0.061808105,2,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,890,186,1,igconstrutoracom,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,1,31,36,13,42,0,11,1
892196.txt,https://www.iain-ternate.ac.id,29,www.iain-ternate.ac.id,22,0,id,100,0.533333333,0.0014653,0.069546984,2,2,0,0,0,14,0.483,0,0,0,0,0,3,0.103,1,743,419,1,an-ternateac,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,6,11,0,1,54,1
mw66913.txt,http://www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,47,www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,41,0,ws,16.60066895,0.264705882,0.0003477,0.020334595,2,1,0,0,0,14,0.298,21,0.447,0,0,0,1,0.021,0,13,244,1,l3a40b16a45b1120615b5d1cc655d7da4a,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427197.txt,https://www.colorii.com,22,www.colorii.com,15,0,com,100,1,0.5229071,0.076037047,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1395,1807,1,lorii,71.42857143,71.42857143,1,1,1,1,0,1,0,3,0,1,1,1,0,0,1,0,1,25,11,25,79,3,89,1
mw15920.txt,http://www.pwuxmeudaj.cf,23,www.pwuxmeudaj.cf,17,0,cf,47.33727811,1,0.0001858,0.040425608,2,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,20,210,1,pwuxmeudaj,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156188.txt,https://www.elcalifa.com.mx,26,www.elcalifa.com.mx,19,0,mx,100,0.75,0.0017218,0.065653355,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,7254,2088,1,elcalifaco,0,0,1,0,1,1,0,0,9,2,0,1,1,0,0,0,1,0,1,41,16,40,43,28,15,1
464697.txt,https://www.art-it.asia,22,www.art-it.asia,15,0,asia,100,0.666666667,0.0002355,0.064677774,4,1,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1581,1931,1,art-it,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,63,15,22,212,0,216,1
8048476.txt,http://forcedie17.temp.swtest.ru/postounatou/postounatou/post/login/login.php,77,forcedie17.temp.swtest.ru,25,0,ru,14.57430296,0.5,0.0180132,0.056989683,2,2,0,0,0,59,0.766,2,0.026,0,0,0,9,0.117,0,183,727,1,forcedie17tempswtestpostounatoupostounatoupostloginloginphp,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,4,5,0,0,0,0
30718.txt,https://www.apptha.com,21,www.apptha.com,14,0,com,100,1,0.5229071,0.058382725,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,432,1553,1,apptha,100,100,1,1,0,0,0,1,0,4,0,1,1,0,0,0,1,0,1,3,2,6,50,2,62,1
603896.txt,https://www.zomoplus.store,25,www.zomoplus.store,18,0,store,100,1,0.0003212,0.058490239,5,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1794,2679,1,zomoplus,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,21,36,18,80,0,39,1
